"fips","region","abb","polyname","work.own","intel.own","trust.own","work.oth","intel.oth","trust.oth","age","educ","hhinc","race","wave.race","prim.08","clinton.therm","obama.therm","vote.08","gen.08","gen.04","party.id","ideol","wt.345","female","obama.vote.gen","obama.vote.prim","obama.kerry.dum","obama.kerry.dum2","obama.kerry.3","kerry.no.08","oc.therm.dum","oc.therm.lin"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,NA,NA,2,5,4,NA,NA,NA,NA,0,NA,0,NA,1,25
48,3,"TX","texas",10,7.5,5,95,92.5,97.5,74,1,7,1,5,NA,29,0,0,NA,2,5,6,2.11,0,NA,NA,0,NA,0,NA,0,-29
48,3,"TX","texas",32.5,30,50,62.5,62.5,67.5,62,3,13,1,5,NA,0,20,1,1,2,6,4,1.98,0,0,NA,0,NA,0,NA,1,20
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10,NA,NA,2,7,6,NA,NA,NA,NA,0,NA,0,NA,0,-1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50,40,NA,NA,1,3,4,NA,NA,NA,1,NA,NA,0,NA,0,-10
27,2,"MN","minnesota",25,25,25,30,35,37.5,49,4,6,1,5,NA,30,0,1,1,NA,3,4,2.03,1,0,NA,NA,NA,0,NA,0,-30
6,4,"CA","california",24.5,24.5,25,31,24.5,31,55,6,6,1,5,7,25,75,1,2,1,1,2,0.87,1,1,1,0,0,0,0,1,50
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,2,7,5,NA,NA,NA,NA,0,NA,0,NA,0,-10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,75,50,NA,NA,1,1,5,NA,NA,NA,0,NA,NA,0,NA,0,-25
12,3,"FL","florida",30,35.5,35,30,34,38,48,4,13,1,5,2,90,80,NA,NA,1,1,3,NA,1,NA,0,NA,NA,0,NA,0,-10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,65,NA,NA,2,6,6,NA,NA,NA,NA,0,NA,0,NA,1,60
51,3,"VA","virginia",12.5,12.5,12,12,13,12,65,9,19,1,5,NA,30,70,1,1,2,6,3,0.32,0,0,NA,0,NA,0,NA,1,40
41,4,"OR","oregon",45.6666666666667,40.3333333333333,37.3333333333333,45.3333333333333,53.3333333333333,49.6666666666667,46,4,9,1,5,7,25,25,1,1,1,2,4,0.36,0,0,1,1,1,1,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,2,7,6,NA,NA,NA,NA,0,NA,0,NA,1,4
47,3,"TN","tennessee",12.5,15,12.5,35,30,47.5,72,2,9,2,5,NA,45,70,1,2,NA,5,4,NA,1,1,NA,0,NA,0,NA,1,25
29,2,"MO","missouri",21.6666666666667,33.3333333333333,28.3333333333333,41.6666666666667,51.6666666666667,50,83,3,8,1,5,NA,25,25,1,1,2,7,6,3.16,1,0,NA,0,NA,0,NA,0,0
17,2,"IL","illinois",15,35,45,32.5,45,55,44,5,8,1,5,7,7,56,1,2,1,3,4,3.15,0,1,1,0,0,0,0,1,49
53,4,"WA","washington",28.3333333333333,22.3333333333333,24,32.6666666666667,27.6666666666667,45.3333333333333,42,5,13,1,5,7,51,51,1,2,1,3,4,0.41,0,1,1,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,65,50,NA,NA,1,1,4,NA,NA,NA,0,NA,NA,0,NA,0,-15
26,2,"MI","michigan",37,37,37.5,37,36.5,50,44,7,12,2,5,7,40,70,1,2,1,1,1,0.37,1,1,1,0,0,0,0,1,30
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,60,75,1,2,1,3,5,0.86,NA,1,1,0,0,0,0,1,15
34,1,"NJ","new jersey",21.6666666666667,25,23.3333333333333,20,23.3333333333333,21.6666666666667,32,4,10,1,5,4,60,50,1,2,1,3,3,3.15,0,1,0,0,0,0,0,0,-10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,80,40,NA,NA,1,2,4,NA,NA,NA,0,NA,NA,0,NA,0,-40
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,25,10,NA,NA,2,2,4,NA,NA,NA,0,0,NA,0,NA,0,-15
6,4,"CA","california",48.3333333333333,48.3333333333333,48.3333333333333,50,53.3333333333333,53.3333333333333,66,2,5,1,5,NA,0,0,1,1,2,5,5,1.06,0,0,NA,0,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,60,60,NA,NA,1,3,3,NA,NA,NA,0,NA,NA,0,NA,0,0
26,2,"MI","michigan",24.5,25,25,24.5,24.5,25,62,6,5,1,5,2,90,10,1,NA,2,4,4,0.17,1,NA,0,0,NA,0,NA,0,-80
28,3,"MS","mississippi",27.5,17.5,25,32.5,25,32.5,85,3,6,2,5,7,75,85,1,2,1,1,4,5.48,0,1,1,0,0,0,0,1,10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,70,85,NA,NA,1,1,2,NA,NA,NA,1,NA,NA,0,NA,1,15
55,2,"WI","wisconsin",49,49.5,49.5,49.5,49.5,49,45,3,11,1,5,NA,0,1,1,3,3,4,1,0.65,0,0,NA,0,NA,0,NA,1,1
8,4,"CO","colorado",35,35,45,40,50,60,45,3,10,1,5,NA,20,40,0,NA,NA,3,4,NA,0,NA,NA,NA,NA,0,NA,1,20
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,48,49,NA,NA,NA,3,6,NA,NA,NA,1,NA,NA,0,NA,1,1
41,4,"OR","oregon",0,0,0,0,0,0,56,3,11,1,5,NA,0,0,1,NA,2,6,6,0.39,1,NA,NA,0,NA,0,NA,0,0
12,3,"FL","florida",43.5,40,33,72.5,74.5,76.5,52,3,9,1,5,NA,40,50,1,2,NA,6,4,0.81,0,1,NA,0,NA,0,NA,1,10
17,2,"IL","illinois",6,6,0,6,0,0,65,4,5,1,5,7,50,75,1,2,1,3,4,0.94,1,1,1,0,0,0,0,1,25
48,3,"TX","texas",37.5,42.5,50,37.5,37.5,55,43,3,6,1,5,NA,35,20,1,1,2,7,6,3.63,0,0,NA,0,NA,0,NA,0,-15
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,95,50,NA,NA,1,3,4,NA,NA,NA,0,NA,NA,0,NA,0,-45
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,60,75,NA,NA,1,1,3,NA,NA,NA,0,NA,NA,0,NA,1,15
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,45,NA,NA,2,7,6,NA,NA,NA,NA,0,NA,0,NA,1,16
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,60,50,NA,NA,1,1,2,NA,NA,NA,0,NA,NA,0,NA,0,-10
55,2,"WI","wisconsin",30.5,30.5,31,55.5,50.5,43.5,53,4,12,1,5,2,70,75,1,2,1,1,3,0.2,0,1,0,0,0,0,0,1,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,NA,NA,2,7,6,NA,NA,NA,NA,0,NA,0,NA,0,0
37,3,"NC","north carolina",35,42.5,40,35,42.5,52.5,72,3,11,2,5,7,30,50,1,NA,NA,2,4,1.16,0,NA,1,NA,NA,0,NA,1,20
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,25,1,1,2,6,4,4.63,NA,0,NA,0,NA,0,NA,0,-20
37,3,"NC","north carolina",32.5,30,27.5,47.5,32.5,35,93,3,7,1,5,NA,60,35,1,1,2,4,4,5.35,0,0,NA,0,NA,0,NA,0,-25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,7,6,NA,NA,NA,NA,0,NA,0,NA,0,0
25,1,"MA","massachusetts",32.5,20,30,37.5,22.5,32.5,48,3,17,1,5,7,50,50,1,1,1,4,4,3.62,1,0,1,1,1,1,0,0,0
26,2,"MI","michigan",24,25,25,24.5,25,25,59,6,15,1,5,7,20,10,1,1,1,5,4,0.22,0,0,1,1,1,1,0,0,-10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,2,7,4,NA,NA,NA,NA,0,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,25,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,0,NA,0,-50
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,25,10,NA,NA,2,2,3,NA,NA,NA,0,0,NA,0,NA,0,-15
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,55,NA,NA,3,3,4,NA,NA,NA,0,0,NA,0,NA,1,55
12,3,"FL","florida",28,31,30.5,33.5,31,37,21,2,12,1,5,7,80,80,1,1,NA,2,4,5.23,0,0,1,NA,NA,0,NA,0,0
17,2,"IL","illinois",15,30.5,26.5,26.5,32.5,20.5,49,6,4,2,5,7,75,100,1,2,1,2,4,NA,1,1,1,0,0,0,0,1,25
47,3,"TN","tennessee",50,60,60,50,55,55,35,4,7,1,5,NA,50,20,0,NA,NA,3,2,NA,0,NA,NA,NA,NA,0,NA,0,-30
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,75,NA,NA,NA,1,1,4,NA,NA,NA,0,NA,NA,0,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,0,NA,0,0
50,1,"VT","vermont",45,37.5,35,50,45,45,62,3,10,1,5,7,40,40,1,1,2,3,4,1.44,1,0,1,0,NA,0,NA,0,0
13,3,"GA","georgia",10,12.5,45,70,67.5,85,22,2,11,2,5,7,50,100,1,2,1,1,4,7.04,0,1,1,0,0,0,0,1,50
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,50,NA,NA,2,6,6,NA,NA,NA,NA,0,NA,0,NA,1,40
48,3,"TX","texas",31,31,30.5,30.5,30.5,30,54,6,6,1,5,7,50,50,1,1,1,3,3,0.26,1,0,1,1,1,1,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,35,75,NA,NA,1,1,4,NA,NA,NA,1,NA,NA,0,NA,1,40
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,75,100,NA,NA,1,1,3,NA,NA,NA,1,NA,NA,0,NA,1,25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50,100,NA,NA,1,3,4,NA,NA,NA,1,NA,NA,0,NA,1,50
51,3,"VA","virginia",22,19,26.3333333333333,47.3333333333333,50.6666666666667,55,69,2,3,1,5,NA,NA,NA,1,1,NA,7,6,1.66,0,0,NA,NA,NA,0,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,75,50,NA,NA,1,2,4,NA,NA,NA,0,NA,NA,0,NA,0,-25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,0,NA,0,-1
47,3,"TN","tennessee",17.5,17.5,15,17.5,15,10,57,4,9,1,5,2,80,50,0,NA,NA,3,4,2.07,0,NA,0,NA,NA,0,NA,0,-30
12,3,"FL","florida",12,12,25,25,25,50,56,3,13,1,5,NA,40,20,1,1,2,6,6,NA,1,0,NA,0,NA,0,NA,0,-20
6,4,"CA","california",65,57.5,50,77.5,32.5,35,72,2,12,1,5,NA,0,0,1,1,2,7,6,2.18,0,0,NA,0,NA,0,NA,0,0
17,2,"IL","illinois",20,22.5,22.5,40,37.5,35,58,3,4,1,5,2,50,10,0,NA,1,1,4,NA,1,NA,0,NA,NA,0,1,0,-40
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,100,NA,NA,1,2,4,NA,NA,NA,1,NA,NA,0,NA,1,100
36,1,"NY","new york",32.5,42.5,40,42.5,42.5,47.5,33,3,10,1,5,NA,80,30,1,2,NA,3,4,1.45,1,1,NA,0,NA,0,NA,0,-50
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,80,60,NA,NA,1,1,4,NA,NA,NA,0,NA,NA,0,NA,0,-20
36,1,"NY","new york",11.6666666666667,8,20.3333333333333,12,33.6666666666667,16.6666666666667,27,4,15,2,5,2,50,50,1,2,NA,2,2,1.23,1,1,0,0,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,75,26,NA,NA,1,1,5,NA,NA,NA,0,NA,NA,0,NA,0,-49
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,45,40,NA,NA,1,1,4,NA,NA,NA,0,NA,NA,0,NA,0,-5
29,2,"MO","missouri",19,18.5,19,12.5,13,13,61,3,3,1,5,NA,0,0,1,1,2,5,4,1.82,0,0,NA,0,NA,0,NA,0,0
48,3,"TX","texas",27.5,32.5,30,47.5,57.5,42.5,84,7,16,1,5,NA,49,40,1,1,2,5,5,1.57,0,0,NA,0,NA,0,NA,0,-9
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,60,75,NA,NA,1,3,4,NA,NA,NA,1,NA,NA,0,NA,1,15
36,1,"NY","new york",37.5,40,40,37.5,35,35,64,3,13,1,5,7,40,60,1,5,NA,2,3,2.73,0,0,1,0,NA,0,NA,1,20
49,4,"UT","utah",25,30,25,80,75,55,74,3,7,1,5,2,80,60,NA,NA,1,3,4,NA,1,NA,0,NA,NA,0,NA,0,-20
39,2,"OH","ohio",25,27.5,25,25,32.5,35,57,4,2,2,5,7,50,50,1,NA,NA,3,5,NA,0,NA,1,NA,NA,0,NA,0,0
6,4,"CA","california",49,49,50,49,49,49,32,4,16,4,5,NA,50,75,1,2,1,5,5,NA,0,1,NA,0,0,0,0,1,25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,75,10,NA,NA,4,4,NA,NA,NA,NA,0,0,NA,0,NA,0,-65
6,4,"CA","california",24.5,24.5,28.5,43.5,30,32.5,55,7,16,1,5,2,75,80,1,2,1,1,2,0.29,0,1,0,0,0,0,0,1,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,15,45,NA,NA,1,2,3,NA,NA,NA,1,NA,NA,0,NA,1,30
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,25,1,1,2,5,5,0.21,NA,0,NA,0,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
12,3,"FL","florida",37.5,28.5,43.5,43,43,43,56,5,12,1,5,2,80,75,1,2,1,3,4,0.37,0,1,0,0,0,0,0,0,-5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,2,5,5,NA,NA,NA,NA,0,NA,0,NA,1,10
13,3,"GA","georgia",0,10,5,70,70,70,53,5,14,4,5,NA,0,0,NA,NA,2,7,6,NA,0,NA,NA,0,NA,0,NA,0,0
37,3,"NC","north carolina",17.5,7.5,7.5,45,37.5,37.5,86,4,7,1,5,2,50,50,1,1,2,2,4,3.17,1,0,0,0,NA,0,NA,0,0
54,3,"WV","west virginia",38.3333333333333,46.6666666666667,58.3333333333333,53.3333333333333,55,58.3333333333333,66,3,5,1,5,2,65,55,1,2,1,3,3,1.93,0,1,0,0,0,0,0,0,-10
6,4,"CA","california",30,42.5,40,45,42.5,60,46,3,13,1,5,NA,0,0,1,1,2,7,6,3.41,0,0,NA,0,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,75,100,NA,NA,NA,3,4,NA,NA,NA,1,NA,NA,0,NA,1,25
13,3,"GA","georgia",37,36,37,48,49,48,69,6,8,1,5,NA,10,30,NA,NA,2,5,5,NA,0,NA,NA,0,NA,0,NA,1,20
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,60,NA,NA,1,2,3,NA,NA,NA,NA,NA,NA,0,NA,0,-15
18,2,"IN","indiana",0,0,0,0,0,0,44,3,1,1,5,NA,NA,NA,1,NA,2,4,4,0.55,1,NA,NA,0,NA,0,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,NA,NA,NA,6,7,NA,NA,NA,NA,NA,NA,0,NA,1,50
17,2,"IL","illinois",50,37,49,75,63,75,53,4,12,1,5,7,35,55,0,NA,NA,3,4,NA,1,NA,1,NA,NA,0,NA,1,20
6,4,"CA","california",37,37,38,37,37,37,45,6,9,1,5,7,0,50,NA,NA,1,5,4,NA,0,NA,1,NA,NA,0,NA,1,50
51,3,"VA","virginia",22.5,25,25,60,60,32.5,23,2,11,1,5,2,80,25,1,2,2,3,3,NA,1,1,0,0,NA,-1,NA,0,-55
41,4,"OR","oregon",15,25,17.5,20,35,25,67,3,11,1,5,7,80,90,1,NA,1,1,2,1.38,1,NA,1,NA,NA,0,0,1,10
22,3,"LA","louisiana",45,50,50,45,40,47.5,64,3,11,1,5,2,80,25,1,3,2,2,6,1.42,1,0,0,0,NA,0,NA,0,-55
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,75,75,NA,NA,2,3,3,NA,NA,NA,1,0,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,75,25,NA,NA,2,2,4,NA,NA,NA,0,0,NA,0,NA,0,-50
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,45,NA,NA,2,6,4,NA,NA,NA,NA,0,NA,0,NA,0,-25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,6,4,NA,NA,NA,NA,0,NA,0,NA,0,0
17,2,"IL","illinois",49.5,43.5,55.5,50,49.5,49,38,3,9,1,5,2,75,25,1,1,1,3,3,3.19,1,0,0,1,1,1,0,0,-50
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,90,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0,NA,1,15
8,4,"CO","colorado",45,40,45,45,50,50,75,3,12,1,5,2,85,80,NA,NA,1,1,4,NA,1,NA,0,NA,NA,0,NA,0,-5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,75,75,NA,NA,1,1,2,NA,NA,NA,0,NA,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,NA,NA,2,7,6,NA,NA,NA,NA,0,NA,0,NA,0,-8
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,2,6,5,NA,NA,NA,NA,0,NA,0,NA,NA,NA
6,4,"CA","california",30,30,37.5,40,57.5,50,83,2,14,1,5,NA,30,30,1,1,2,6,5,3.11,0,0,NA,0,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,40,70,NA,NA,1,2,4,NA,NA,NA,1,NA,NA,0,NA,1,30
42,1,"PA","pennsylvania",30,38.3333333333333,36.6666666666667,40,48.3333333333333,48.3333333333333,62,3,11,1,5,NA,25,30,1,1,2,6,5,2.25,0,0,NA,0,NA,0,NA,1,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,20,NA,NA,2,5,5,NA,NA,NA,NA,0,NA,0,NA,1,5
18,2,"IN","indiana",36,46.5,37,56.5,58,62.5,22,2,7,1,5,NA,10,25,0,NA,NA,5,4,7.31,1,NA,NA,NA,NA,0,NA,1,15
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,75,NA,NA,2,5,6,NA,NA,NA,NA,0,NA,0,NA,1,25
4,4,"AZ","arizona",43.5,55.5,49.5,30.5,30.5,5.5,69,4,13,1,5,2,75,30,1,2,1,1,4,0.28,1,1,0,0,0,0,0,0,-45
36,1,"NY","new york",47.5,55,52.5,47.5,55,52.5,58,7,10,1,5,NA,0,10,NA,NA,NA,5,4,NA,0,NA,NA,NA,NA,0,NA,1,10
4,4,"AZ","arizona",40,17.5,12.5,32.5,37.5,35,71,3,8,1,5,NA,0,1,1,1,2,5,4,4.01,1,0,NA,0,NA,0,NA,1,1
25,1,"MA","massachusetts",15,10,12.5,75,75,77.5,23,2,16,1,5,NA,4,0,1,1,2,5,6,7.04,0,0,NA,0,NA,0,NA,0,-4
36,1,"NY","new york",20,20,22.5,67.5,77.5,80,44,4,16,1,5,NA,10,15,1,1,2,6,6,1.75,0,0,NA,0,NA,0,NA,1,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,75,90,NA,NA,1,1,2,NA,NA,NA,1,NA,NA,0,NA,1,15
36,1,"NY","new york",50,2.5,0,0,0,0,64,3,8,4,5,7,0,90,1,2,1,3,2,6.41,0,1,1,0,0,0,0,1,90
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,75,30,NA,NA,1,1,4,NA,NA,NA,0,NA,NA,0,NA,0,-45
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,70,50,NA,NA,1,3,4,NA,NA,NA,0,NA,NA,0,NA,0,-20
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,40,NA,NA,2,6,4,NA,NA,NA,NA,0,NA,0,NA,1,35
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,NA,NA,2,5,4,NA,NA,NA,NA,0,NA,0,NA,1,25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,60,45,NA,NA,2,2,4,NA,NA,NA,0,0,NA,0,NA,0,-15
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,NA,NA,2,7,5,NA,NA,NA,NA,0,NA,0,NA,1,25
26,2,"MI","michigan",20,20,20,25,30,25,53,4,13,1,5,2,55,25,NA,NA,1,2,4,NA,1,NA,0,NA,NA,0,NA,0,-30
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,50,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,0,NA,0,-26
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,100,35,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,0,NA,0,-65
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,NA,NA,2,6,6,NA,NA,NA,NA,0,NA,0,NA,1,25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,75,NA,NA,2,5,5,NA,NA,NA,NA,0,NA,0,NA,1,75
26,2,"MI","michigan",24,24,24.5,24,23.5,24,61,5,5,1,5,7,45,100,1,2,1,1,1,0.27,1,1,1,0,0,0,0,1,55
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,2,5,4,NA,NA,NA,NA,0,NA,0,NA,1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,15,NA,NA,2,5,6,NA,NA,NA,NA,0,NA,0,NA,1,10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,70,65,NA,NA,1,3,4,NA,NA,NA,0,NA,NA,0,NA,0,-5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,80,75,NA,NA,1,1,4,NA,NA,NA,0,NA,NA,0,NA,0,-5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,NA,NA,2,7,5,NA,NA,NA,NA,0,NA,0,NA,1,25
45,3,"SC","south carolina",55,12.5,27.5,87.5,77.5,80,60,1,6,1,5,NA,40,10,0,NA,2,7,2,3.19,0,NA,NA,0,NA,0,NA,0,-30
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,70,65,NA,NA,1,3,3,NA,NA,NA,0,NA,NA,0,NA,0,-5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,65,60,NA,NA,NA,3,3,NA,NA,NA,0,NA,NA,0,NA,0,-5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,90,50,NA,NA,1,1,4,NA,NA,NA,0,NA,NA,0,NA,0,-40
30,4,"MT","montana",30,35,40,49.5,24.5,40.5,67,6,13,1,5,NA,35,25,1,1,2,5,5,0.37,0,0,NA,0,NA,0,NA,0,-10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,100,0,NA,NA,2,3,4,NA,NA,NA,0,0,NA,0,NA,0,-100
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,7,6,NA,NA,NA,NA,0,NA,0,NA,1,1
17,2,"IL","illinois",24.5,38,18.5,13.5,24.5,17,54,7,16,1,5,7,75,90,1,2,1,1,1,0.31,0,1,1,0,0,0,0,1,15
51,3,"VA","virginia",30,35,35,21.6666666666667,25,23.3333333333333,59,3,10,1,5,2,99,99,1,2,1,1,2,1.15,1,1,0,0,0,0,0,0,0
26,2,"MI","michigan",56,45,68.5,79.5,56.5,89,54,4,10,1,5,NA,75,15,1,1,2,5,4,0.33,0,0,NA,0,NA,0,NA,0,-60
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,NA,NA,2,7,6,NA,NA,NA,NA,0,NA,0,NA,1,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,75,50,NA,NA,1,1,3,NA,NA,NA,0,NA,NA,0,NA,0,-25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,90,50,NA,NA,1,3,4,NA,NA,NA,0,NA,NA,0,NA,0,-40
